dynamicProperties;occurrenceID;collectionID;catalogNumber;preparastions;recordedBy;identifiedBy;eventDate;country;stateProvince;county;locality;decimalLatitude;decimalLongitude;minimumElevationInMeters;scientificName;taxoank;individualCount;class;order;family;genus;SD;specificEpithet
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA177;94;M2 CA. 177;Montaje en alfiler;P. Patiño, M, Mejía;P. Patiño, M, Mejía;22/08/2006;Colombia;Quindío;Armenia;SD;SD;SD;SD;Gerridae;Familia;1;Insecta;Hemiptera;Gerridae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA178;94;M2 CA. 178;Montaje en alfiler;R. Moreno;SD;07/10/2006;Colombia;Quindío;Circasia;SD;SD;SD;1800;Hemiptera;Orden;1;Insecta;Hemiptera;SD;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA179;94;M2 CA. 179;Montaje en alfiler;H.L. arias;H.L. arias;19/04/2008;Colombia;Quindío;Armenia;San Juan;SD;SD;1560;Reduviidae;Familia;1;Insecta;Hemiptera;Reduviidae;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M2. CA180;94;M2 CA. 180;Montaje en alfiler;O. Osman;SD;08/12/2003;Colombia;Valle del Cauca;Buenaventura;SD;SD;SD;6;Aradidae;Familia;1;Insecta;Hemiptera;Aradidae;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M2. CA181;94;M2 CA. 181;Montaje en alfiler;O. Osman;SD;08/11/2003;Colombia;Valle del Cauca;Buenaventura;SD;SD;SD;10;Aradidae;Familia;1;Insecta;Hemiptera;Aradidae;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M2. CA182;94;M2 CA. 182;Montaje en alfiler;O. Osman;SD;08/11/2003;Colombia;Valle del Cauca;Buenaventura;SD;SD;SD;10;Aradidae;Familia;1;Insecta;Hemiptera;Aradidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA183;94;M2 CA. 183;Montaje en alfiler;M. Gallego;M. Gallego;26/04/2008;Colombia;Quindío;Salento;SD;SD;SD;2000;Reduviidae;Familia;1;Insecta;Hemiptera;Reduviidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA184;94;M2 CA. 184;Montaje en alfiler;A. Bonilla;SD;25/11/2006;Colombia;Quindío;Armenia;SD;SD;SD;1483;Aradidae;Familia;1;Insecta;Hemiptera;Aradidae;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M2. CA185;94;M2 CA. 185;Montaje en alfiler;D. Ospina;D. Ospina;19/02/2005;Colombia;Quindío;Quimbaya;SD;SD;SD;1050;Aradidae;Familia;1;Insecta;Hemiptera;Aradidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA186;94;M2 CA. 186;Montaje en alfiler;O. Marín;D.Mendez, M. Lopéz;20/03/2006;Colombia;Quindío;Quimbaya;SD;SD;SD;1100;Reduviidae;Familia;1;Insecta;Hemiptera;Reduviidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA187;94;M2 CA. 187;Montaje en alfiler;A. Villarreal;A. Villarreal;22/09/2007;Colombia;Quindío;Circasia;SD;SD;SD;1325;Reduviidae;Familia;1;Insecta;Hemiptera;Reduviidae;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M2. CA188;94;M2 CA. 188;Montaje en alfiler;W. Goméz, O. Marín;W. Goméz, O. Marín;19/02/2005;Colombia;Quindío;Quimbaya;SD;SD;SD;1050;Ploiariidae;Especie;1;Insecta;Hemiptera;Ploiariidae;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M2. CA189;94;M2 CA. 189;Montaje en alfiler;W. Goméz, O. Marín;W. Goméz, O. Marín;19/02/2005;Colombia;Quindío;Quimbaya;SD;SD;SD;1050;Ploiariidae;Especie;1;Insecta;Hemiptera;Ploiariidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA190;94;M2 CA. 190;Montaje en alfiler;F. Bueno;SD;17/11/2006;Colombia;Valle del Cauca;Cartago;SD;SD;SD;1483;Coreidae;Familia;1;Insecta;Hemiptera;Coreidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA191;94;M2 CA. 191;Montaje en alfiler;J. Valencia;J. Valencia, P. Lopéz;25/04/2007;Colombia;Quindío;Armenia;SD;SD;SD;SD;Pentatomidae;Familia;1;Insecta;Hemiptera;Pentatomidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA192;94;M2 CA. 192;Montaje en alfiler;A. Ballén;A. Ballén;SD;Colombia;Quindío;Armenia;SD;SD;SD;1690;Hemiptera;Orden;1;Insecta;Hemiptera;SD;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA193;94;M2 CA. 193;Montaje en alfiler;L. Sanchez ;L. Sanchez ;15/06/2006;Colombia;Quindío;Armenia;SD;SD;SD;SD;Hemiptera;Orden;1;Insecta;Hemiptera;SD;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA194;94;M2 CA. 194;Montaje en alfiler;SD;SD;18/09/1997;Colombia;Quindío;Armenia;SD;SD;SD;1500;Lygaidae;Familia;1;Insecta;Hemiptera;Lygaidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA195;94;M2 CA. 195;Montaje en alfiler;A. Villán;SD;27/05/1997;Colombia;Quindío;Calarca;SD;SD;SD;1490;Lygaeidae;Familia;1;Insecta;Hemiptera;Lygaeidae;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M2. CA196;94;M2 CA. 196;Montaje en alfiler;A. Ballén ;A. Ballén;11/03/2005;Colombia;Quindío;Armenia;SD;SD;SD;SD;Hemiptera;Orden;1;Insecta;Hemiptera;SD;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M2. CA197;94;M2 CA. 197;Montaje en alfiler;A. Ballén ;A. Ballén ;11/03/2005;Colombia;Quindío;Armenia;SD;SD;SD;SD;Hemiptera;Orden;1;Insecta;Hemiptera;SD;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M2. CA198;94;M2 CA. 198;Montaje en alfiler;W. Goméz, O. Marín;W. Goméz, O. Marín;19/02/2003;Colombia;Quindío;Quimbaya;SD;SD;SD;1050;Hemiptera;Orden;1;Insecta;Hemiptera;SD;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA199;94;M2 CA. 199;Montaje en alfiler;M. Gallego;M. Gallego;17/05/2008;Colombia;Quindío;Filandia;SD;SD;SD;2000;Gelastocoridae;Familia;1;Insecta;Hemiptera;Gelastocoridae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA200;94;M2 CA. 200;Montaje en alfiler;M. Gallego;M. Gallego;26/04/2008;Colombia;Quindío;Filandia;SD;SD;SD;2000;Gelastocoridae;Familia;1;Insecta;Hemiptera;Gelastocoridae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA201;94;M2 CA. 201;Montaje en alfiler;P. Lopéz;SD;11/05/2007;Colombia;Quindío;Salento;Boquia;SD;SD;SD;Insecta;Clase;1;Insecta;SD;SD;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA202;94;M2 CA. 202;Montaje en alfiler;Villegas;Gonzaléz, Pineda;13/03/2008;Colombia;Quindío;Quimbaya;SD;SD;SD;1100;Gelastocoridae;Familia;1;Insecta;Hemiptera;Gelastocoridae;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M2. CA203;94;M2 CA. 203;Montaje en alfiler;D. Ospina;D. Ospina;23/04/2005;Colombia;Quindío;Tebaida;SD;SD;SD;SD;Belostomatidae;Familia;1;Insecta;Hemiptera;Belostomatidae;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M2. CA204;94;M2 CA. 204;Montaje en alfiler;R. Vargas, H. Valencia;SD;14/05/2005;Colombia;Valle del Cauca;Buenaventura;SD;SD;SD;74;Gelastacoridae;Familia;1;Insecta;Hemiptera;Gelastacoridae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CA205;94;M2 CA. 205;Montaje en alfiler;Cardona, Cruz, Guevara;SD;11/06/2007;Colombia;Quindío;Salento;Boquia;SD;SD;SD;Insecta;Clase;1;Insecta;SD;SD;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB01;94;M2 CB. 01;Montaje en alfiler;A. Villareal;A. Villareal;22/09/2007;Colombia;Quindio;Circasia;SD;SD;SD;1325;Mantispidae;Familia;1;Insecta;Neuroptera;Mantispidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB02;94;M2 CB. 02;Montaje en alfiler;E. medina A. villan;SD;17/12/1998;Colombia;Quindio;Calarca;SD;SD;SD;1490;Mantispidae;Familia;1;Insecta;Neuroptera;Mantispidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB03;94;M2 CB. 03;Montaje en alfiler;N. Franco J. Guerrero E. Peña;N. Franco J. Guerrero E. Peña;10/06/2007;Colombia;Quindio;Quimbaya;SD;SD;SD;SD;Chrysopidae;Familia;1;Insecta;Neuroptera;Chrysopidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB04;94;M2 CB. 04;Montaje en alfiler;C. Gallego A. Gonzales;SD;26/06/1999;Colombia;Quindio;Armenia;SD;SD;SD;1480;Chrysopidae;Familia;1;Insecta;Neuroptera;Chrysopidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB05;94;M2 CB. 05;Montaje en alfiler;M. Lopéz, Mendéz D.;M. Lopéz, Mendéz D.;10/05/2008;Colombia;Quindio;Quimbaya;SD;SD;SD;1100;Chrysopidae;Familia;1;Insecta;Neuroptera;Chrysopidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB06;94;M2 CB. 06;Montaje en alfiler;L. Patiño Z. Romero;L. Patiño Z. Romero;20/02/2008;Colombia;Quindio;Calarca;SD;SD;SD;1300;Chrysopidae;Familia;1;Insecta;Neuroptera;Chrysopidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB07;94;M2 CB. 07;Montaje en alfiler;D. Gómez;D. Gómez, M. Cruz;28/05/2008;Colombia;Quindio;Armenia;SD;SD;SD;1480;Myrmeleonthidae;Familia;1;Insecta;Neuroptera;Myrmeleonthidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB08;94;M2 CB. 08;Montaje en alfiler;grupo 9;SD;SD;Colombia;Quindio;SD;SD;SD;SD;SD;Corydalidae;Familia;1;Insecta;Neuroptera;Corydalidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB09;94;M2 CB. 09;Montaje en alfiler;F. Bueno ;SD;28/10/2006;Colombia;Valle del Cauca;Cali;SD;SD;SD;1480;Corydalidae;Familia;1;Insecta;Neuroptera;Corydalidae;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M2. CB10;94;M2 CB. 10;Montaje en alfiler;L. Ramirez;L. Ramirez;15/06/2005;Colombia;Quindio;Armenia;SD;SD;SD;1500;Corydalidae;Familia;1;Insecta;Neuroptera;Corydalidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB11;94;M2 CB. 11;Montaje en alfiler;E. Medina A. Villan;SD;27/10/1998;Colombia;Quindio;Calarca;SD;SD;SD;1490;Corydalidae;Familia;1;Insecta;Neuroptera;Corydalidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB12;94;M2 CB. 12;Montaje en alfiler;V. Morales;SD;SD;Colombia;Quindio;Armenia;SD;SD;SD;1440;Corydalidae;Familia;1;Insecta;Neuroptera;Corydalidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB13;94;M2 CB. 13;Montaje en alfiler;L. Patiño Z. Romero;L. Patiño Z. Romero;20/04/2008;Colombia;Quindio;Córdoba;SD;SD;SD;1240;Corydalidae;Familia;1;Insecta;Neuroptera;Corydalidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB14;94;M2 CB. 14;Montaje en alfiler;E. Medina A. villan;SD;28/02/1997;Colombia;Quindio;Calarca;SD;SD;SD;1490;Corydalidae;Familia;1;Insecta;Neuroptera;Corydalidae;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M2. CB15;94;M2 CB. 15;Montaje en alfiler;Z. Romero;L. Patiño Z. Romero;29/10/2005;Colombia;Risaralda;Pereira;SD;SD;SD;1400;Corydalidae;Familia;1;Insecta;Neuroptera;Corydalidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB16;94;M2 CB. 16;Montaje en alfiler;L. Carvajal, M. Angulo;SD;22/03/2007;Colombia;Quindio;Armenia;SD;SD;SD;SD;Corydalidae;Familia;1;Insecta;Neuroptera;Corydalidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB17;94;M2 CB. 17;Montaje en alfiler;L. Carvajal, M. Angulo;SD;18/03/2007;Colombia;Quindio;Armenia;SD;SD;SD;SD;Corydalidae;Familia;1;Insecta;Neuroptera;Corydalidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB18;94;M2 CB. 18;Montaje en alfiler;M. Lopéz, Mendéz D.;M. Lopéz, Mendéz D.;23/04/2008;Colombia;Quindio;Armenia;SD;SD;SD;1480;Corydalidae;Familia;1;Insecta;Neuroptera;Corydalidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB19;94;M2 CB. 19;Montaje en alfiler;A. Villareal;A. Villareal;06/10/2007;Colombia;Quindio;Quimbaya;SD;SD;SD;1162;Corydalidae;Familia;1;Insecta;Neuroptera;Corydalidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB20;94;M2 CB. 20;Montaje en alfiler;L. Carvajal, M. Angulo;SD;05/06/2007;Colombia;Quindio;Armenia;SD;SD;SD;SD;Corydalidae;Familia;1;Insecta;Neuroptera;Corydalidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB21;94;M2 CB. 21;Montaje en alfiler;Villegas;Villegas, Herrera;10/03/2008;Colombia;Quindio;Armenia;SD;SD;SD;1483;Corydalidae;Familia;1;Insecta;Neuroptera;Corydalidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB22;94;M2 CB. 22;Montaje en alfiler;O. Marin, W. Gómez;O. marin, W. Gómez;27/05/2005;Colombia;Quindio;Armenia;Hojas Anchas;SD;SD;1500;Corydalidae;Familia;1;Insecta;Neuroptera;Corydalidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB23;94;M2 CB. 23;Montaje en alfiler;C. Castañeda, G. Gutierrez, M. Fonseca;SD;22/06/1999;Colombia;Quindio;Salento;SD;SD;SD;1875;Corydalidae;Familia;1;Insecta;Neuroptera;Corydalidae;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M2. CB24;94;M2 CB. 24;Montaje en alfiler;A. Ballen;A. Ballen;30/04/2005;Colombia;Quindio;Armenia;SD;SD;SD;1475;Ascalaphidae;Familia;1;Insecta;Neuroptera;Ascalaphidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB25;94;M2 CB. 25;Montaje en alfiler;D. Gómez;R Garcia;10/05/2008;Colombia;Quindio;Quimbaya;SD;SD;SD;1100;Perlidae;Familia;1;Insecta;Plecoptera;Perlidae;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M2. CB26;94;M2 CB. 26;Montaje en alfiler;O. Marin, W. Gómez;O. marin, W. Gómez;15/05/2005;Colombia;Valle del Cauca;Buenaventura;San Cipriano;SD;SD;70;Trichoptera;Orden;1;Insecta;Trichoptera;SD;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB27;94;M2 CB. 27;Montaje en alfiler;A. Chica, L. Guevara;SD;09/08/2006;Colombia;Quindio;Salento;SD;SD;SD;1800;Ichneumonidae;Familia;1;Insecta;Hymenoptera;Ichneumonidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB28;94;M2 CB. 28;Montaje en alfiler;E. Medina A. Villan;SD;17/12/1997;Colombia;Quindio;Calarca;SD;SD;SD;1490;Ichneumonidae;Familia;1;Insecta;Hymenoptera;Ichneumonidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB29;94;M2 CB. 29;Montaje en alfiler;E. Medina A. Villan;SD;17/12/1997;Colombia;Quindio;Calarca;SD;SD;SD;1490;Ichneumonidae;Familia;1;Insecta;Hymenoptera;Ichneumonidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB30;94;M2 CB. 30;Montaje en alfiler;E. Medina A. Villan;SD;17/12/1997;Colombia;Quindio;Calarca;SD;SD;SD;1490;Ichneumonidae;Familia;1;Insecta;Hymenoptera;Ichneumonidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB31;94;M2 CB. 31;Montaje en alfiler;A. Quintero;SD;26/11/1998;Colombia;Quindio;Armenia;SD;SD;SD;1480;Ichneumonidae;Familia;1;Insecta;Hymenoptera;Ichneumonidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB32;94;M2 CB. 32;Montaje en alfiler;F. Torres;SD;00/10/1997;Colombia;Quindio;Calarca;El Pensil;SD;SD;1720;Ichneumonidae;Familia;1;Insecta;Hymenoptera;Ichneumonidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB33;94;M2 CB. 33;Montaje en alfiler;Herrera;Herrera, Pineda;09/05/2008;Colombia;Quindio;Quimbaya;SD;SD;SD;1100;Ichneumonidae;Familia;1;Insecta;Hymenoptera;Ichneumonidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB34;94;M2 CB. 34;Montaje en alfiler;C. Castañeda;SD;26/06/1999;Colombia;Quindio;Tebaida;SD;SD;SD;1320;Ichneumonidae;Familia;1;Insecta;Hymenoptera;Ichneumonidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB35;94;M2 CB. 35;Montaje en alfiler;P. Sanabria;SD;20/06/1999;Colombia;Quindio;Circasia;SD;SD;SD;SD;Ichneumonidae;Familia;1;Insecta;Hymenoptera;Ichneumonidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB36;94;M2 CB. 36;Montaje en alfiler;A. Quintero;SD;26/11/1998;Colombia;Quindio;Armenia;SD;SD;SD;1480;Ichneumonidae;Familia;1;Insecta;Hymenoptera;Ichneumonidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB37;94;M2 CB. 37;Montaje en alfiler;A. Quintero;SD;14/09/1999;Colombia;Risaralda;SD;SD;SD;SD;1800;Ichneumonidae;Familia;1;Insecta;Hymenoptera;Ichneumonidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB38;94;M2 CB. 38;Montaje en alfiler;C. Castaño;SD;20/06/1999;Colombia;Valle del Cauca;Sevilla;La Melva;SD;SD;1650;Ichneumonidae;Familia;1;Insecta;Hymenoptera;Ichneumonidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB39;94;M2 CB. 39;Montaje en alfiler;E. Medina A. Villan;SD;00/10/1997;Colombia;Quindio;Calarca;SD;SD;SD;1490;Ichneumonidae;Familia;1;Insecta;Hymenoptera;Ichneumonidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB40;94;M2 CB. 40;Montaje en alfiler;A. Quintero;SD;26/11/1998;Colombia;Quindio;Armenia;SD;SD;SD;1480;Ichneumonidae;Familia;1;Insecta;Hymenoptera;Ichneumonidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB41;94;M2 CB. 41;Montaje en alfiler;C.Gallego;SD;22/04/1999;Colombia;Quindio;Armenia;SD;SD;SD;1500;Ichneumonidae;Familia;1;Insecta;Hymenoptera;Ichneumonidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB42;94;M2 CB. 42;Montaje en alfiler;C. Castaño;SD;20/06/1999;Colombia;Valle del Cauca;Sevilla;La Melva;SD;SD;1650;Ichneumonidae;Familia;1;Insecta;Hymenoptera;Ichneumonidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB43;94;M2 CB. 43;Montaje en alfiler;A. Quintero;SD;26/11/1998;Colombia;Quindio;Armenia;SD;SD;SD;1480;Ichneumonidae;Familia;1;Insecta;Hymenoptera;Ichneumonidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB44;94;M2 CB. 44;Montaje en alfiler;A. Quintero;SD;26/10/1998;Colombia;Quindio;Armenia;SD;SD;SD;1480;Ichneumonidae;Familia;1;Insecta;Hymenoptera;Ichneumonidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB45;94;M2 CB. 45;Montaje en alfiler;E. Medina A. Villan;SD;14/01/1998;Colombia;Quindio;Calarca;SD;SD;SD;1490;Ichneumonidae;Familia;1;Insecta;Hymenoptera;Ichneumonidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB46;94;M2 CB. 46;Montaje en alfiler;M.Navarro;SD;01/09/1997;Colombia;Quindio;Armenia;SD;SD;SD;1500;Ichneumonidae;Familia;1;Insecta;Hymenoptera;Ichneumonidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB47;94;M2 CB. 47;Montaje en alfiler;A. Quintero;SD;14/09/1999;Colombia;Risaralda;SD;SD;SD;SD;1800;Ichneumonidae;Familia;1;Insecta;Hymenoptera;Ichneumonidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB48;94;M2 CB. 48;Montaje en alfiler;M. Valencia;SD;00/10/1997;Colombia;Quindio;Quimbaya;SD;SD;SD;1050;Ichneumonidae;Familia;1;Insecta;Hymenoptera;Ichneumonidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB49;94;M2 CB. 49;Montaje en alfiler;E. Medina , A. Villan;SD;17/12/1997;Colombia;Quindio;Calarca;SD;SD;SD;1490;Ichneumonidae;Familia;1;Insecta;Hymenoptera;Ichneumonidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB50;94;M2 CB. 50;Montaje en alfiler;E. Medina , A. Villan;SD;17/12/1997;Colombia;Quindio;Calarca;SD;SD;SD;1490;Ichneumonidae;Familia;1;Insecta;Hymenoptera;Ichneumonidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB51;94;M2 CB. 51;Montaje en alfiler;P. Sanabria;SD;20/06/1999;Colombia;Quindio;Circasia;SD;SD;SD;SD;Ichneumonidae;Familia;1;Insecta;Hymenoptera;Ichneumonidae;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M2. CB52;94;M2 CB. 52;Montaje en alfiler;R. Vargas, H. valencia;R. Vargas, H. valencia;20/02/2005;Colombia;Quindio;Quimbaya;SD;SD;SD;1050;Hymenoptera;Orden;1;Insecta;Hymenoptera;SD;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M2. CB53;94;M2 CB. 53;Montaje en alfiler;W.Goméz, O. Marín;W.Goméz, O. Marín;21/05/2005;Colombia;Quindio;Filandia;SD;SD;SD;1800;Ichneumonidae;Familia;1;Insecta;Hymenoptera;Ichneumonidae;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M2. CB54;94;M2 CB. 54;Montaje en alfiler;R. Vargas, H. valencia;R. Vargas, H. valencia;20/02/2005;Colombia;Quindio;Quimbaya;SD;SD;SD;1050;Hymenoptera;Orden;1;Insecta;Hymenoptera;SD;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M2. CB55;94;M2 CB. 55;Montaje en alfiler;W.Goméz, O. Marín;W.Goméz, O. Marín;21/05/2005;Colombia;Quindio;Filandia;SD;SD;SD;1800;Ichneumonidae;Familia;1;Insecta;Hymenoptera;Ichneumonidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB56;94;M2 CB. 56;Montaje en alfiler;W.Goméz, O. Marín;W.Goméz, O. Marín;SD;Colombia;Valle del Cauca;Buenaventura;SD;SD;SD;7;Ichneumonidae;Familia;1;Insecta;Hymenoptera;Ichneumonidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB57;94;M2 CB. 57;Montaje en alfiler;L. Ramirez;L. Ramirez;SD;Colombia;Quindio;Circasia;SD;SD;SD;1700;Ichneumonidae;Familia;1;Insecta;Hymenoptera;Ichneumonidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M2. CB58;94;M2 CB. 58;Montaje en alfiler;C. Gallego ;SD;23/05/1999;Colombia;Quindio;Armenia;San Juan;SD;SD;1580;Ichneumonidae;Familia;1;Insecta;Hymenoptera;Ichneumonidae;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M2. CB59;94;M2 CB. 59;Montaje en alfiler;W.Goméz, O. Marín;W.Goméz, O. Marín;26/02/2005;Colombia;Quindio;Circasia;SD;SD;SD;1700;Ichneumonidae;Familia;1;Insecta;Hymenoptera;Ichneumonidae;SD;  ;SD
