dynamicProperties;occurrenceID;collectionID;catalogNumber;preparastions;recordedBy;identifiedBy;eventDate;country;stateProvince;county;locality;decimalLatitude;decimalLongitude;minimumElevationInMeters;scientificName;taxoank;individualCount;class;order;family;genus;SD;specificEpithet
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M3. CB 219;94;M3. CB. 219;Montaje en alfiler;Bermúdez;SD;04/05/2005;Colombia;Quindío;Quimbaya;SD;SD;SD;200;Hymenoptera;Orden;1;Insecta;Hymenoptera;SD;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CB 220;94;M3. CB. 220;Montaje en alfiler;Bermúdez;SD;02/03/2006;Colombia;Valle del Cauca;Buenaventura;SD;SD;SD;900;Hymenoptera;Orden;1;Insecta;Hymenoptera;SD;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M3. CB 221;94;M3. CB. 221;Montaje en alfiler;Bermúdez;Bermúdez;04/05/2005;Colombia;Quindío;SD;SD;SD;SD;200;Hymenoptera;Orden;1;Insecta;Hymenoptera;SD;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CB 222;94;M3. CB. 222;Montaje en alfiler;Bermúdez;SD;04/05/2006;Colombia;Valle del Cauca;Buenaventura;SD;SD;SD;200;Hymenoptera;Orden;1;Insecta;Hymenoptera;SD;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CB 223;94;M3. CB. 223;Montaje en alfiler;Bermúdez;SD;02/03/2006;Colombia;Valle del Cauca;Buenaventura;SD;SD;SD;0;Hymenoptera;Orden;1;Insecta;Hymenoptera;SD;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M3. CB 224;94;M3. CB. 224;Montaje en alfiler;Bermúdez;SD;12/06/2005;Colombia;Valle del Cauca;Buenaventura;SD;SD;SD;0;Hymenoptera;Orden;1;Insecta;Hymenoptera;SD;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M3. CB 225;94;M3. CB. 225;Montaje en alfiler;Bermúdez;SD;12/06/2005;Colombia;Valle del Cauca;Buenaventura;SD;SD;SD;200;Hymenoptera;Orden;1;Insecta;Hymenoptera;SD;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M3. CB 226;94;M3. CB. 226;Montaje en alfiler;Bermúdez;SD;02/03/2005;Colombia;Valle del Cauca;Buenaventura;SD;SD;SD;SD;Hymenoptera;Orden;1;Insecta;Hymenoptera;SD;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 01;94;M3. CC. 01;Montaje en alfiler;SD;SD;25/07/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 02;94;M3. CC. 02;Montaje en alfiler;SD;SD;26/07/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 03;94;M3. CC. 03;Montaje en alfiler;SD;SD;27/07/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 04;94;M3. CC. 04;Montaje en alfiler;SD;SD;28/07/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 05;94;M3. CC. 05;Montaje en alfiler;SD;SD;29/07/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 06;94;M3. CC. 06;Montaje en alfiler;SD;SD;30/07/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 07;94;M3. CC. 07;Montaje en alfiler;SD;SD;31/07/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 08;94;M3. CC. 08;Montaje en alfiler;SD;SD;01/08/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 09;94;M3. CC. 09;Montaje en alfiler;SD;SD;02/08/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 10;94;M3. CC. 10;Montaje en alfiler;SD;SD;03/08/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 11;94;M3. CC. 11;Montaje en alfiler;SD;SD;04/08/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 12;94;M3. CC. 12;Montaje en alfiler;SD;SD;05/08/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 13;94;M3. CC. 13;Montaje en alfiler;SD;SD;06/08/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 14;94;M3. CC. 14;Montaje en alfiler;SD;SD;07/08/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 15;94;M3. CC. 15;Montaje en alfiler;SD;SD;08/08/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 16;94;M3. CC. 16;Montaje en alfiler;SD;SD;09/08/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 17;94;M3. CC. 17;Montaje en alfiler;SD;SD;10/08/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 18;94;M3. CC. 18;Montaje en alfiler;SD;SD;11/08/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 19;94;M3. CC. 19;Montaje en alfiler;SD;SD;12/08/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 20;94;M3. CC. 20;Montaje en alfiler;SD;SD;13/08/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 21;94;M3. CC. 21;Montaje en alfiler;SD;SD;14/08/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 22;94;M3. CC. 22;Montaje en alfiler;SD;SD;15/08/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 23;94;M3. CC. 23;Montaje en alfiler;SD;SD;16/08/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 24;94;M3. CC. 24;Montaje en alfiler;SD;SD;17/08/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 25;94;M3. CC. 25;Montaje en alfiler;SD;SD;18/08/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 26;94;M3. CC. 26;Montaje en alfiler;SD;SD;19/08/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 27;94;M3. CC. 27;Montaje en alfiler;SD;SD;20/08/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 28;94;M3. CC. 28;Montaje en alfiler;SD;SD;21/08/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 29;94;M3. CC. 29;Montaje en alfiler;SD;SD;22/08/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 30;94;M3. CC. 30;Montaje en alfiler;SD;SD;23/08/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 31;94;M3. CC. 31;Montaje en alfiler;SD;SD;24/08/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 32;94;M3. CC. 32;Montaje en alfiler;SD;SD;25/08/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 33;94;M3. CC. 33;Montaje en alfiler;SD;SD;26/08/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 34;94;M3. CC. 34;Montaje en alfiler;SD;SD;27/08/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 35;94;M3. CC. 35;Montaje en alfiler;SD;SD;28/08/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 36;94;M3. CC. 36;Montaje en alfiler;SD;SD;29/08/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 37;94;M3. CC. 37;Montaje en alfiler;SD;SD;30/08/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 38;94;M3. CC. 38;Montaje en alfiler;SD;SD;31/08/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 39;94;M3. CC. 39;Montaje en alfiler;SD;SD;01/09/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 40;94;M3. CC. 40;Montaje en alfiler;SD;SD;02/09/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 41;94;M3. CC. 41;Montaje en alfiler;SD;SD;03/09/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 42;94;M3. CC. 42;Montaje en alfiler;SD;SD;04/09/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 43;94;M3. CC. 43;Montaje en alfiler;SD;SD;05/09/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 44;94;M3. CC. 44;Montaje en alfiler;SD;SD;06/09/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 45;94;M3. CC. 45;Montaje en alfiler;SD;SD;07/09/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 46;94;M3. CC. 46;Montaje en alfiler;SD;SD;08/09/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 47;94;M3. CC. 47;Montaje en alfiler;SD;SD;09/09/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 48;94;M3. CC. 48;Montaje en alfiler;SD;SD;10/09/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 49;94;M3. CC. 49;Montaje en alfiler;SD;SD;11/09/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 50;94;M3. CC. 50;Montaje en alfiler;SD;SD;12/09/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 51;94;M3. CC. 51;Montaje en alfiler;SD;SD;13/09/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 52;94;M3. CC. 52;Montaje en alfiler;SD;SD;14/09/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 53;94;M3. CC. 53;Montaje en alfiler;SD;SD;15/09/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 54;94;M3. CC. 54;Montaje en alfiler;SD;SD;16/09/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 55;94;M3. CC. 55;Montaje en alfiler;SD;SD;17/09/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 56;94;M3. CC. 56;Montaje en alfiler;SD;SD;18/09/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 57;94;M3. CC. 57;Montaje en alfiler;SD;SD;19/09/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 58;94;M3. CC. 58;Montaje en alfiler;SD;SD;20/09/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 59;94;M3. CC. 59;Montaje en alfiler;SD;SD;21/09/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 60;94;M3. CC. 60;Montaje en alfiler;SD;SD;22/09/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 61;94;M3. CC. 61;Montaje en alfiler;SD;SD;23/09/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 62;94;M3. CC. 62;Montaje en alfiler;SD;SD;24/09/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 63;94;M3. CC. 63;Montaje en alfiler;SD;SD;25/09/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 64;94;M3. CC. 64;Montaje en alfiler;SD;SD;26/09/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 65;94;M3. CC. 65;Montaje en alfiler;SD;SD;27/09/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 66;94;M3. CC. 66;Montaje en alfiler;SD;SD;28/09/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 67;94;M3. CC. 67;Montaje en alfiler;SD;SD;29/09/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 68;94;M3. CC. 68;Montaje en alfiler;SD;SD;30/09/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 69;94;M3. CC. 69;Montaje en alfiler;SD;SD;01/10/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 70;94;M3. CC. 70;Montaje en alfiler;SD;SD;02/10/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 71;94;M3. CC. 71;Montaje en alfiler;SD;SD;03/10/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 72;94;M3. CC. 72;Montaje en alfiler;SD;SD;04/10/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 73;94;M3. CC. 73;Montaje en alfiler;SD;SD;05/10/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 74;94;M3. CC. 74;Montaje en alfiler;SD;SD;06/10/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 75;94;M3. CC. 75;Montaje en alfiler;SD;SD;07/10/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 76;94;M3. CC. 76;Montaje en alfiler;SD;SD;08/10/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 77;94;M3. CC. 77;Montaje en alfiler;SD;SD;09/10/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 78;94;M3. CC. 78;Montaje en alfiler;SD;SD;10/10/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 79;94;M3. CC. 79;Montaje en alfiler;SD;SD;11/10/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 80;94;M3. CC. 80;Montaje en alfiler;SD;SD;12/10/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 81;94;M3. CC. 81;Montaje en alfiler;SD;SD;13/10/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 82;94;M3. CC. 82;Montaje en alfiler;SD;SD;14/10/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 83;94;M3. CC. 83;Montaje en alfiler;SD;SD;15/10/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 84;94;M3. CC. 84;Montaje en alfiler;SD;SD;16/10/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M3. CC 85;94;M3. CC. 85;Montaje en alfiler;SD;SD;17/10/2006;Colombia;Choco;SD;SD;SD;SD;SD;crassipunetata  SD;Género;1;Insecta;Hymenoptera;SD;crassipunetata;  ;SD
